is_offensive,text
0,"lần theo"
0,"lần trước"
0,"lần tìm"
0,"lớn"
0,"lớn lên"
0,"lớn nhỏ"
0,"lời"
0,"lời chú"
0,"lời nói"
0,"mang"
0,"mang lại"
0,"mang mang"
0,"mang nặng"
0,"mang về"
0,"muốn"
0,"mà"
0,"mà cả"
0,"mà không"
0,"mà lại"
0,"mà thôi"
0,"mà vẫn"
0,"mình"
0,"mạnh"
0,"mất"
0,"mất còn"
0,"mọi"
0,"mọi giờ"
0,"mọi khi"
0,"mọi lúc"
0,"mọi người"
0,"mọi nơi"
0,"mọi sự"
0,"mọi thứ"
0,"mọi việc"
0,"mối"
0,"mỗi"
0,"mỗi lúc"
0,"mỗi lần"
0,"mỗi một"
0,"mỗi ngày"
0,"mỗi người"
0,"một"
0,"một cách"
0,"một cơn"
0,"một khi"
0,"một lúc"
0,"một số"
0,"một vài"
0,"một ít"
0,"mới"
0,"mới hay"
0,"mới rồi"
0,"mới đây"
0,"mở"
0,"mở mang"
0,"mở nước"
0,"mở ra"
0,"mợ"
0,"mức"
0,"nay"
0,"ngay"
0,"ngay bây giờ"
0,"ngay cả"
0,"ngay khi"
0,"ngay khi đến"
0,"ngay lúc"
0,"ngay lúc này"
0,"ngay lập tức"
0,"ngay thật"
0,"ngay tức khắc"
0,"ngay tức thì"
0,"ngay từ"
0,"nghe"
0,"nghe chừng"
0,"nghe hiểu"
0,"nghe không"
0,"nghe lại"
0,"nghe nhìn"
0,"nghe như"
0,"nghe nói"
0,"nghe ra"
0,"nghe rõ"
0,"nghe thấy"
0,"nghe tin"
0,"nghe trực tiếp"
0,"nghe đâu"
0,"nghe đâu như"
0,"nghe được"
0,"nghen"
0,"nghiễm nhiên"
0,"nghĩ"
0,"nghĩ lại"
0,"nghĩ ra"
0,"nghĩ tới"
0,"nghĩ xa"
0,"nghĩ đến"
0,"nghỉm"
0,"ngoài"
0,"ngoài này"
0,"ngoài ra"
0,"ngoài xa"
0,"ngoải"
0,"nguồn"
0,"ngày"
0,"ngày càng"
0,"ngày cấp"
0,"ngày giờ"
0,"ngày ngày"
0,"ngày nào"
0,"ngày này"
0,"ngày nọ"
0,"ngày qua"
0,"ngày rày"
0,"ngày tháng"
0,"ngày xưa"
0,"ngày xửa"
0,"ngày đến"
0,"ngày ấy"
0,"ngôi"
0,"ngôi nhà"
0,"ngôi thứ"
0,"ngõ hầu"
0,"ngăn ngắt"
0,"ngươi"
0,"người"
0,"người hỏi"
0,"người khác"
0,"người khách"
0,"người mình"
0,"người nghe"
0,"người người"
0,"người nhận"
0,"ngọn"
0,"ngọn nguồn"
0,"ngọt"
0,"ngồi"
0,"ngồi bệt"
0,"ngồi không"
0,"ngồi sau"
0,"ngồi trệt"
0,"ngộ nhỡ"
0,"nhanh"
0,"nhanh lên"
0,"nhanh tay"
0,"nhau"
0,"nhiên hậu"
0,"nhiều"
0,"nhiều ít"
0,"nhiệt liệt"
0,"nhung nhăng"
0,"nhà"
0,"nhà chung"
0,"nhà khó"
0,"nhà làm"
0,"nhà ngoài"
0,"nhà ngươi"
0,"nhà tôi"
0,"nhà việc"
0,"nhân dịp"
0,"nhân tiện"
0,"nhé"
0,"nhìn"
0,"nhìn chung"
0,"nhìn lại"
0,"nhìn nhận"
0,"nhìn theo"
0,"nhìn thấy"
0,"nhìn xuống"
0,"nhóm"
0,"nhón nhén"
0,"như"
0,"như ai"
0,"như chơi"
0,"như không"
0,"như là"
0,"như nhau"
0,"như quả"
0,"như sau"
0,"như thường"
0,"như thế"
0,"như thế nào"
0,"như thể"
0,"như trên"
0,"như trước"
0,"như tuồng"
0,"như vậy"
0,"như ý"
0,"nhưng"
0,"nhưng mà"
0,"nhược bằng"
0,"nhất"
0,"nhất loạt"
0,"nhất luật"
0,"nhất là"
0,"nhất mực"
0,"nhất nhất"
0,"nhất quyết"
0,"nhất sinh"
0,"nhất thiết"
0,"nhất thì"
0,"nhất tâm"
0,"nhất tề"
0,"nhất đán"
0,"nhất định"
0,"nhận"
0,"nhận biết"
0,"nhận họ"
0,"nhận làm"
0,"nhận nhau"
0,"nhận ra"
0,"nhận thấy"
0,"nhận việc"
0,"nhận được"
0,"nhằm"
0,"nhằm khi"
0,"nhằm lúc"
0,"nhằm vào"
0,"nhằm để"
0,"nhỉ"
0,"nhỏ"
0,"nhỏ người"
0,"nhớ"
0,"nhớ bập bõm"
0,"nhớ lại"
0,"nhớ lấy"
0,"nhớ ra"
0,"nhờ"
0,"nhờ chuyển"
0,"nhờ có"
0,"nhờ nhờ"
0,"nhờ đó"
0,"nhỡ ra"
0,"những"
0,"những ai"
0,"những khi"
0,"những là"
0,"những lúc"
0,"những muốn"
0,"những như"
0,"nào"
0,"nào cũng"
0,"nào hay"
0,"nào là"
0,"nào phải"
0,"nào đâu"
0,"nào đó"
0,"này"
0,"này nọ"
0,"nên"
0,"nên chi"
0,"nên chăng"
0,"nên làm"
0,"nên người"
0,"nên tránh"
0,"nó"
0,"nóc"
0,"nói"
0,"nói bông"
0,"nói chung"
0,"nói khó"
0,"nói là"
0,"nói lên"
0,"nói lại"
0,"nói nhỏ"
0,"nói phải"
0,"nói qua"
0,"nói ra"
0,"nói riêng"
0,"nói rõ"
0,"nói thêm"
0,"nói thật"
0,"nói toẹt"
0,"nói trước"
0,"nói tốt"
0,"nói với"
0,"nói xa"
0,"nói ý"
0,"nói đến"
0,"nói đủ"
0,"năm"
0,"năm tháng"
0,"nơi"
0,"nơi nơi"
0,"nước"
0,"nước bài"
0,"nước cùng"
0,"nước lên"
0,"nước nặng"
0,"nước quả"
0,"nước xuống"
0,"nước ăn"
0,"nước đến"
0,"nấy"
0,"nặng"
0,"nặng căn"
0,"nặng mình"
0,"nặng về"
0,"nếu"
0,"nếu có"
0,"nếu cần"
0,"nếu không"
0,"nếu mà"
0,"nếu như"
0,"nếu thế"
0,"nếu vậy"
0,"nếu được"
0,"nền"
0,"nọ"
0,"nớ"
0,"nức nở"
0,"nữa"
0,"nữa khi"
0,"nữa là"
0,"nữa rồi"
0,"oai oái"
0,"oái"
0,"pho"
0,"phè"
0,"phè phè"
0,"phía"
0,"phía bên"
0,"phía bạn"
0,"phía dưới"
0,"phía sau"
0,"phía trong"
0,"phía trên"
0,"phía trước"
0,"phóc"
0,"phót"
0,"phù hợp"
0,"phăn phắt"
0,"phương chi"
0,"phải"
0,"phải biết"
0,"phải chi"
0,"phải chăng"
0,"phải cách"
0,"phải cái"
0,"phải giờ"
0,"phải khi"
0,"phải không"
0,"phải lại"
0,"phải lời"
0,"phải người"
0,"phải như"
0,"phải rồi"
0,"phải tay"
0,"phần"
0,"phần lớn"
0,"phần nhiều"
0,"phần nào"
0,"phần sau"
0,"phần việc"
0,"phắt"
0,"phỉ phui"
0,"phỏng"
0,"phỏng như"
0,"phỏng nước"
0,"phỏng theo"
0,"phỏng tính"
0,"phốc"
0,"phụt"
0,"phứt"
0,"qua"
0,"qua chuyện"
0,"qua khỏi"
0,"qua lại"
0,"qua lần"
0,"qua ngày"
0,"qua tay"
0,"qua thì"
0,"qua đi"
0,"quan trọng"
0,"quan trọng vấn đề"
0,"quan tâm"
0,"quay"
0,"quay bước"
0,"quay lại"
0,"quay số"
0,"quay đi"
0,"quá"
0,"quá bán"
0,"quá bộ"
0,"quá giờ"
0,"quá lời"
0,"quá mức"
0,"quá nhiều"
0,"quá tay"
0,"quá thì"
0,"quá tin"
0,"quá trình"
0,"quá tuổi"
0,"quá đáng"
0,"quá ư"
0,"quả"
0,"quả là"
0,"quả thật"
0,"quả thế"
0,"quả vậy"
0,"quận"
0,"ra"
0,"ra bài"
0,"ra bộ"
0,"ra chơi"
0,"ra gì"
0,"ra lại"
0,"ra lời"
0,"ra ngôi"
0,"ra người"
0,"ra sao"
0,"ra tay"
0,"ra vào"
0,"ra ý"
0,"ra điều"
0,"ra đây"
0,"ren rén"
0,"riu ríu"
0,"riêng"
0,"riêng từng"
0,"riệt"
0,"rày"
0,"ráo"
0,"ráo cả"
0,"ráo nước"
0,"ráo trọi"
0,"rén"
0,"rén bước"
0,"rích"
0,"rón rén"
0,"rõ"
0,"rõ là"
0,"rõ thật"
0,"rút cục"
0,"răng"
0,"răng răng"
0,"rất"
0,"rất lâu"
0,"rằng"
0,"rằng là"
0,"rốt cuộc"
0,"rốt cục"
0,"rồi"
0,"rồi nữa"
0,"rồi ra"
0,"rồi sao"
0,"rồi sau"
0,"rồi tay"
0,"rồi thì"
0,"rồi xem"
0,"rồi đây"
0,"rứa"
0,"sa sả"
0,"sang"
0,"sang năm"
0,"sang sáng"
0,"sang tay"
0,"sao"
0,"sao bản"
0,"sao bằng"
0,"sao cho"
0,"sao vậy"
0,"sao đang"
0,"sau"
0,"sau chót"
0,"sau cuối"
0,"sau cùng"
0,"sau hết"
0,"sau này"
0,"sau nữa"
0,"sau sau"
0,"sau đây"
0,"sau đó"
0,"so"
0,"so với"
0,"song le"
0,"suýt"
0,"suýt nữa"
0,"sáng"
0,"sáng ngày"
0,"sáng rõ"
0,"sáng thế"
0,"sáng ý"
0,"sì"
0,"sì sì"
0,"sất"
0,"sắp"
0,"sắp đặt"
0,"sẽ"
0,"sẽ biết"
0,"sẽ hay"
0,"số"
0,"số cho biết"
0,"số cụ thể"
0,"số loại"
0,"số là"
0,"số người"
0,"số phần"
0,"số thiếu"
0,"sốt sột"
0,"sớm"
0,"sớm ngày"
0,"sở dĩ"
0,"sử dụng"
0,"sự"
0,"sự thế"
0,"sự việc"
0,"tanh"
0,"tanh tanh"
0,"tay"
0,"tay quay"
0,"tha hồ"
0,"tha hồ chơi"
0,"tha hồ ăn"
0,"than ôi"
0,"thanh"
0,"thanh ba"
0,"thanh chuyển"
0,"thanh không"
0,"thanh thanh"
0,"thanh tính"
0,"thanh điều kiện"
0,"thanh điểm"
0,"thay đổi"
0,"thay đổi tình trạng"
0,"theo"
0,"theo bước"
0,"theo như"
0,"theo tin"
0,"thi thoảng"
0,"thiếu"
0,"thiếu gì"
0,"thiếu điểm"
0,"thoạt"
0,"thoạt nghe"
0,"thoạt nhiên"
0,"thoắt"
0,"thuần"
0,"thuần ái"
0,"thuộc"
0,"thuộc bài"
0,"thuộc cách"
0,"thuộc lại"
0,"thuộc từ"
0,"thà"
0,"thà là"
0,"thà rằng"
0,"thành ra"
0,"thành thử"
0,"thái quá"
0,"tháng"
0,"tháng ngày"
0,"tháng năm"
0,"tháng tháng"
0,"thêm"
0,"thêm chuyện"
0,"thêm giờ"
0,"thêm vào"
0,"thì"
0,"thì giờ"
0,"thì là"
0,"thì phải"
0,"thì ra"
0,"thì thôi"
0,"thình lình"
0,"thích"
0,"thích cứ"
0,"thích thuộc"
0,"thích tự"
0,"thích ý"
0,"thím"
0,"thôi"
0,"thôi việc"
0,"thúng thắng"
0,"thương ôi"
0,"thường"
0,"thường bị"
0,"thường hay"
0,"thường khi"
0,"thường số"
0,"thường sự"
0,"thường thôi"
0,"thường thường"
0,"thường tính"
0,"thường tại"
0,"thường xuất hiện"
0,"thường đến"
0,"thảo hèn"
0,"thảo nào"
0,"thấp"
0,"thấp cơ"
0,"thấp thỏm"
0,"thấp xuống"
0,"thấy"
0,"thấy tháng"
0,"thẩy"
0,"thậm"
0,"thậm chí"
0,"thậm cấp"
0,"thậm từ"
0,"thật"
0,"thật chắc"
0,"thật là"
0,"thật lực"
0,"thật quả"
0,"thật ra"
0,"thật sự"
0,"thật thà"
0,"thật tốt"
0,"thật vậy"
0,"thế"
0,"thế chuẩn bị"
0,"thế là"
0,"thế lại"
0,"thế mà"
0,"thế nào"
0,"thế nên"
0,"thế ra"
0,"thế sự"
0,"thế thì"
0,"thế thôi"
0,"thế thường"
0,"thế thế"
0,"thế à"
0,"thế đó"
0,"thếch"
0,"thỉnh thoảng"
0,"thỏm"
0,"thốc"
0,"thốc tháo"
0,"thốt"
0,"thốt nhiên"
0,"thốt nói"
0,"thốt thôi"
0,"thộc"
0,"thời gian"
0,"thời gian sử dụng"
0,"thời gian tính"
0,"thời điểm"
0,"thục mạng"
0,"thứ"
0,"thứ bản"
0,"thứ đến"
0,"thửa"
0,"thực hiện"
0,"thực hiện đúng"
0,"thực ra"
0,"thực sự"
0,"thực tế"
0,"thực vậy"
0,"tin"
0,"tin thêm"
0,"tin vào"
0,"tiếp theo"
0,"tiếp tục"
0,"tiếp đó"
0,"tiện thể"
0,"toà"
0,"toé khói"
0,"toẹt"
0,"trong"
0,"trong khi"
0,"trong lúc"
0,"trong mình"
0,"trong ngoài"
0,"trong này"
0,"trong số"
0,"trong vùng"
0,"trong đó"
0,"trong ấy"
0,"tránh"
0,"tránh khỏi"
0,"tránh ra"
0,"tránh tình trạng"
0,"tránh xa"
0,"trên"
0,"trên bộ"
0,"trên dưới"
0,"trước"
0,"trước hết"
0,"trước khi"
0,"trước kia"
0,"trước nay"
0,"trước ngày"
0,"trước nhất"
0,"trước sau"
0,"trước tiên"
0,"trước tuổi"
0,"trước đây"
0,"trước đó"
0,"trả"
0,"trả của"
0,"trả lại"
0,"trả ngay"
0,"trả trước"
0,"trếu tráo"
0,"trển"
0,"trệt"
0,"trệu trạo"
0,"trỏng"
0,"trời đất ơi"
0,"trở thành"
0,"trừ phi"
0,"trực tiếp"
0,"trực tiếp làm"
0,"tuy"
0,"tuy có"
0,"tuy là"
0,"tuy nhiên"
0,"tuy rằng"
0,"tuy thế"
0,"tuy vậy"
0,"tuy đã"
0,"tuyệt nhiên"
0,"tuần tự"
0,"tuốt luốt"
0,"tuốt tuồn tuột"
0,"tuốt tuột"
0,"tuổi"
0,"tuổi cả"
0,"tuổi tôi"
0,"tà tà"
0,"tên"
0,"tên chính"
0,"tên cái"
0,"tên họ"
0,"tên tự"
0,"tênh"
0,"tênh tênh"
0,"tìm"
0,"tìm bạn"
0,"tìm cách"
0,"tìm hiểu"
0,"tìm ra"
0,"tìm việc"
0,"tình trạng"
0,"tính"
0,"tính cách"
0,"tính căn"
0,"tính người"
0,"tính phỏng"
0,"tính từ"
0,"tít mù"
0,"tò te"
0,"tôi"
0,"tôi con"
0,"tông tốc"
0,"tù tì"
0,"tăm tắp"
0,"tăng"
0,"tăng chúng"
0,"tăng cấp"
0,"tăng giảm"
0,"tăng thêm"
0,"tăng thế"
0,"tại"
0,"tại lòng"
0,"tại nơi"
0,"tại sao"
0,"tại tôi"
0,"tại vì"
0,"tại đâu"
0,"tại đây"
0,"tại đó"
0,"tạo"
0,"tạo cơ hội"
0,"tạo nên"
0,"tạo ra"
0,"tạo ý"
0,"tạo điều kiện"
0,"tấm"
0,"tấm bản"
0,"tấm các"
0,"tấn"
0,"tấn tới"
0,"tất cả"
0,"tất cả bao nhiêu"
0,"tất thảy"
0,"tất tần tật"
0,"tất tật"
0,"tập trung"
0,"tắp"
0,"tắp lự"
0,"tắp tắp"
0,"tọt"
0,"tỏ ra"
0,"tỏ vẻ"
0,"tốc tả"
0,"tối ư"
0,"tốt"
0,"tốt bạn"
0,"tốt bộ"
0,"tốt hơn"
0,"tốt mối"
0,"tốt ngày"
0,"tột"
0,"tột cùng"
0,"tớ"
0,"tới"
0,"tới gần"
0,"tới mức"
0,"tới nơi"
0,"tới thì"
0,"tức thì"
0,"tức tốc"
0,"từ"
0,"từ căn"
0,"từ giờ"
0,"từ khi"
0,"từ loại"
0,"từ nay"
0,"từ thế"
0,"từ tính"
0,"từ tại"
0,"từ từ"
0,"từ ái"
0,"từ điều"
0,"từ đó"
0,"từ ấy"
0,"từng"
0,"từng cái"
0,"từng giờ"
0,"từng nhà"
0,"từng phần"
0,"từng thời gian"
0,"từng đơn vị"
0,"từng ấy"
0,"tự"
0,"tự cao"
0,"tự khi"
0,"tự lượng"
0,"tự tính"
0,"tự tạo"
0,"tự vì"
0,"tự ý"
0,"tự ăn"
0,"tựu trung"
0,"veo"
0,"veo veo"
0,"việc"
0,"việc gì"
0,"vung thiên địa"
0,"vung tàn tán"
0,"vung tán tàn"
0,"và"
0,"vài"
0,"vài ba"
0,"vài người"
0,"vài nhà"
0,"vài nơi"
0,"vài tên"
0,"vài điều"
0,"vào"
0,"vào gặp"
0,"vào khoảng"
0,"vào lúc"
0,"vào vùng"
0,"vào đến"
0,"vâng"
0,"vâng chịu"
0,"vâng dạ"
0,"vâng vâng"
0,"vâng ý"
0,"vèo"
0,"vèo vèo"
0,"vì"
0,"vì chưng"
0,"vì rằng"
0,"vì sao"
0,"vì thế"
0,"vì vậy"
0,"ví bằng"
0,"ví dù"
0,"ví phỏng"
0,"ví thử"
0,"vô hình trung"
0,"vô kể"
0,"vô luận"
0,"vô vàn"
0,"vùng"
0,"vùng lên"
0,"vùng nước"
0,"văng tê"
0,"vượt"
0,"vượt khỏi"
0,"vượt quá"
0,"vạn nhất"
0,"vả chăng"
0,"vả lại"
0,"vấn đề"
0,"vấn đề quan trọng"
0,"vẫn"
0,"vẫn thế"
0,"vậy"
0,"vậy là"
0,"vậy mà"
0,"vậy nên"
0,"vậy ra"
0,"vậy thì"
0,"vậy ư"
0,"về"
0,"về không"
0,"về nước"
0,"về phần"
0,"về sau"
0,"về tay"
0,"vị trí"
0,"vị tất"
0,"vốn dĩ"
0,"với"
0,"với lại"
0,"với nhau"
0,"vở"
0,"vụt"
0,"vừa"
0,"vừa khi"
0,"vừa lúc"
0,"vừa mới"
0,"vừa qua"
0,"vừa rồi"
0,"vừa vừa"
0,"xa"
0,"xa cách"
0,"xa gần"
0,"xa nhà"
0,"xa tanh"
0,"xa tắp"
0,"xa xa"
0,"xa xả"
0,"xem"
0,"xem lại"
0,"xem ra"
0,"xem số"
0,"xin"
0,"xin gặp"
0,"xin vâng"
0,"xiết bao"
0,"xon xón"
0,"xoành xoạch"
0,"xoét"
0,"xoẳn"
0,"xoẹt"
0,"xuất hiện"
0,"xuất kì bất ý"
0,"xuất kỳ bất ý"
0,"xuể"
0,"xuống"
0,"xăm xúi"
0,"xăm xăm"
0,"xăm xắm"
0,"xảy ra"
0,"xềnh xệch"
0,"xệp"
0,"xử lý"
0,"yêu cầu"
0,"à"
0,"à này"
0,"à ơi"
0,"ào"
0,"ào vào"
0,"ào ào"
0,"á"
0,"á à"
0,"ái"
0,"ái chà"
0,"ái dà"
0,"áng"
0,"áng như"
0,"âu là"
0,"ít"
0,"ít biết"
0,"ít có"
0,"ít hơn"
0,"ít khi"
0,"ít lâu"
0,"ít nhiều"
0,"ít nhất"
0,"ít nữa"
0,"ít quá"
0,"ít ra"
0,"ít thôi"
0,"ít thấy"
0,"ô hay"
0,"ô hô"
0,"ô kê"
0,"ô kìa"
0,"ôi chao"
0,"ôi thôi"
0,"ông"
0,"ông nhỏ"
0,"ông tạo"
0,"ông từ"
0,"ông ấy"
0,"ông ổng"
0,"úi"
0,"úi chà"
0,"úi dào"
0,"ý"
0,"ý chừng"
0,"ý da"
0,"ý hoặc"
0,"ăn"
0,"ăn chung"
0,"ăn chắc"
0,"ăn chịu"
0,"ăn cuộc"
0,"ăn hết"
0,"ăn hỏi"
0,"ăn làm"
0,"ăn người"
0,"ăn ngồi"
0,"ăn quá"
0,"ăn riêng"
0,"ăn sáng"
0,"ăn tay"
0,"ăn trên"
0,"ăn về"
0,"đang"
0,"đang tay"
0,"đang thì"
0,"điều"
0,"điều gì"
0,"điều kiện"
0,"điểm"
0,"điểm chính"
0,"điểm gặp"
0,"điểm đầu tiên"
0,"đành đạch"
0,"đáng"
0,"đáng kể"
0,"đáng lí"
0,"đáng lý"
0,"đáng lẽ"
0,"đáng số"
0,"đánh giá"
0,"đánh đùng"
0,"đáo để"
0,"đâu"
0,"đâu có"
0,"đâu cũng"
0,"đâu như"
0,"đâu nào"
0,"đâu phải"
0,"đâu đâu"
0,"đâu đây"
0,"đâu đó"
0,"đây"
0,"đây này"
0,"đây rồi"
0,"đây đó"
0,"đã"
0,"đã hay"
0,"đã không"
0,"đã là"
0,"đã lâu"
0,"đã thế"
0,"đã vậy"
0,"đã đủ"
0,"đó"
0,"đó đây"
0,"đúng"
0,"đúng ngày"
0,"đúng ra"
0,"đúng tuổi"
0,"đúng với"
0,"đơn vị"
0,"đưa"
0,"đưa cho"
0,"đưa chuyện"
0,"đưa em"
0,"đưa ra"
0,"đưa tay"
0,"đưa tin"
0,"đưa tới"
0,"đưa vào"
0,"đưa về"
0,"đưa xuống"
0,"đưa đến"
0,"được"
0,"được cái"
0,"được lời"
0,"được nước"
0,"được tin"
0,"đại loại"
0,"đại nhân"
0,"đại phàm"
0,"đại để"
0,"đạt"
0,"đảm bảo"
0,"đầu tiên"
0,"đầy"
0,"đầy năm"
0,"đầy phè"
0,"đầy tuổi"
0,"đặc biệt"
0,"đặt"
0,"đặt làm"
0,"đặt mình"
0,"đặt mức"
0,"đặt ra"
0,"đặt trước"
0,"đặt để"
0,"đến"
0,"đến bao giờ"
0,"đến cùng"
0,"đến cùng cực"
0,"đến cả"
0,"đến giờ"
0,"đến gần"
0,"đến hay"
0,"đến khi"
0,"đến lúc"
0,"đến lời"
0,"đến nay"
0,"đến ngày"
0,"đến nơi"
0,"đến nỗi"
0,"đến thì"
0,"đến thế"
0,"đến tuổi"
0,"đến xem"
0,"đến điều"
0,"đến đâu"
0,"đều"
0,"đều bước"
0,"đều nhau"
0,"đều đều"
0,"để"
0,"để cho"
0,"để giống"
0,"để không"
0,"để lòng"
0,"để lại"
0,"để mà"
0,"để phần"
0,"để được"
0,"để đến nỗi"
0,"đối với"
0,"đồng thời"
0,"đủ"
0,"đủ dùng"
0,"đủ nơi"
0,"đủ số"
0,"đủ điều"
0,"đủ điểm"
0,"ơ"
0,"ơ hay"
0,"ơ kìa"
0,"ơi"
0,"ơi là"
0,"ư"
0,"ạ"
0,"ạ ơi"
0,"ấy"
0,"ấy là"
0,"ầu ơ"
0,"ắt"
0,"ắt hẳn"
0,"ắt là"
0,"ắt phải"
0,"ắt thật"
0,"ối dào"
0,"ối giời"
0,"ối giời ơi"
0,"ồ"
0,"ồ ồ"
0,"ổng"
0,"ớ"
0,"ớ này"
0,"ờ"
0,"ờ ờ"
0,"ở"
0,"ở lại"
0,"ở như"
0,"ở nhờ"
0,"ở năm"
0,"ở trên"
0,"ở vào"
0,"ở đây"
0,"ở đó"
0,"ở được"
0,"ủa"
0,"ứ hự"
0,"ứ ừ"
0,"ừ"
0,"ừ nhé"
0,"ừ thì"
0,"ừ ào"
0,"ừ ừ"
0,"ử"